,index,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,youtube_id
11530,11530,3cuykPS9TJOWufYPvTUOTN,Free Youngboy,NLE Choppa,65,0PxR6TfDziT6v7bU4xOnFA,Free Youngboy,2019-06-14,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.698,0.791,10,-6.581,0.255,0.0133,0.0,0.361,0.838,87.497,164833,Nph9aVZzPoE
11531,11531,0G1HcY6dlx8yjJBMCO9rOc,Want Beef?,YSN Flow,67,483wwfmjfxABBHDiF10Uag,Want Beef?,2019-04-20,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.867,0.492,2,-8.088,0.279,0.253,0.0,0.288,0.567,120.981,155482,tyVeWm_P0Rk
11532,11532,74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,78,0z0z4DcXhHiobX5ZKAw8Qn,STOKELEY,2018-11-30,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.808,0.617,10,-9.32,0.442,0.113,0.0,0.734,0.632,149.962,166400,LjkDor2LenI
11533,11533,3ngpmF7yiqVMesqqGuepX1,BIRDBOY,NLE Choppa,52,7jD3lioe6lBlWlG7D4h7x2,BIRDBOY,2019-04-18,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.865,0.428,1,-9.901,0.853,0.0552,0.0,0.307,0.531,123.163,129306,3MZR2bmuzS0
11534,11534,67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,80,0lDRXaECpMSYYCsTYRDulh,Shotta Flow (Feat. Blueface) [Remix],2019-06-20,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.894,0.511,2,-4.768,0.42,0.0251,0.0,0.14,0.568,120.08,176632,2KDlDuS6r6I
11536,11536,7f1zjZG77S891Uv4O68yfk,Baby Sitter (feat. Offset),DaBaby,79,0O1PJ0t69iTO5yWrIeIga0,Baby On Baby,2019-03-01,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.852,0.73,1,-5.803,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,EqHYnsVHXUA
11537,11537,570fgRkd58jDYC4uYAg74V,Stop Calling (feat. Key Glock & Tay Money),MadeinTYO,54,24ZyrExx41cMhL6XwuHBqZ,Stop Calling (feat. Key Glock & Tay Money),2019-09-13,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.929,0.437,10,-5.98,0.41,0.233,3.26e-06,0.096,0.38,140.038,193747,r5fXvIwrLr0
11538,11538,39WVsfrPyaLCx04khGj3fN,Bust Down Deux,Trippie Redd,65,0tKX7BLXiiRgXUKYdJzjEz,A Love Letter To You 4,2019-11-22,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.744,0.677,5,-4.605,0.0873,0.181,0.0,0.158,0.417,155.954,135479,0kJKnIzApD0
11539,11539,6ox6GMJt3WP2QghksDa6UO,Smoke My Dope (feat. Smokepurpp),Lil Pump,53,2VVvm4zJlUQm9XmBCvGN6z,Lil Pump,2017-10-06,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.917,0.76,1,-3.29,0.38,0.0263,0.0,0.0976,0.813,136.014,135698,mOtVLaLY1OE
11540,11540,0VtxQUpwnkeedz0QhhuOgA,GUMMO,6ix9ine,0,0rn5NTlUuUcigNcNfHvAUO,DAY69,2018-02-23,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.691,0.778,1,-4.957,0.134,0.0465,0.0,0.136,0.685,78.496,157643,gAs9HZC9c7Y
11541,11541,2yAaWyAs1w5MIZc7njKPEJ,I Got A Stick,YBN Nahmir,0,2IrAZPvU0SnwboEYaAqN0g,I Got A Stick,2017-10-25,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.72,0.656,11,-6.969,0.294,0.102,0.0,0.27,0.411,81.943,160707,11o-NqOrnvY
11542,11542,2InEG9es2ySrY184fVeyN5,Elm Street,Jimmy Wopo,53,2zv2fJEBOQyxZZFRiVmfnz,Woponese,2016-07-25,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.889,0.511,1,-9.043,0.317,0.0394,0.0,0.233,0.53,77.993,212767,B-agUlNitPE
11543,11543,4Ac0Vqx7C72W4GbmyqQxNQ,@ ME,Antwillz,30,5nwi77paR62JwQXekpSSg6,@ ME,2019-12-06,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.728,0.834,8,-5.16,0.105,0.0168,0.33,0.118,0.46,160.157,156323,BgYFCQIcxm0
11544,11544,6gNTUALYq5cQXVCwXR7snp,JUST SAYING,Comethazine,54,2s6B6IjL7Y4CHeDfqSm02s,BAWSKEE 3.5,2019-07-26,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.814,0.402,1,-10.296,0.728,0.0812,0.0,0.0844,0.3,159.941,108554,PyLEx_S6Xck
11545,11545,2KEux6D75xjj6fdabXpeAu,Mac 10,Trippie Redd,66,11vLnrFGWQRbonR6wFuCf8,!,2019-08-09,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.787,0.619,9,-7.32,0.17,0.181,0.0,0.323,0.824,124.09,127843,rHp3OdBZTqs
11547,11547,6x5ZPe5LrKcLefZ2obbwSZ,Thuggish Ruggish Bone,Bone Thugs-N-Harmony,1,6tAgtQu2f2r3A7SQvlDnDY,Creepin On Ah Come Up,1994,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.683,0.74,11,-6.041,0.0462,0.00228,0.0,0.238,0.65,129.515,281773,iw7OINGjm5c
11548,11548,2HczRHTr4YgT9W6tRs4j1m,Gin and Juice,Snoop Dogg,1,1Obf8Cg02ztGSj2z0Xf6hq,Me And My Homies,2005-09-26,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.687,0.781,7,-6.616,0.172,0.0959,7.13e-05,0.48,0.409,94.639,211867,fWCZse1iwE0
11549,11549,0QnGI4OgY8ReggLWvEXdgD,Street Dreams,Nas,55,78Fgb88MY0ECc4GVMejqTg,It Was Written,1996-07-02,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.752,0.611,11,-8.681,0.315,0.21,0.0,0.778,0.746,90.993,279933,x4NtdEuJ75k
11550,11550,2ntj6zoYOXfdQDzxo2kHrD,Still Not a Player (feat. Joe),Big Pun,52,27kwcpCGnZAWK4fMOdDea0,The Legacy: The Best Of Big Pun,2009-09-15,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.902,0.653,4,-5.425,0.284,0.19,0.000983,0.0895,0.863,94.069,236120,7Xue-dOOLiY
11553,11553,2dieHErJLwG7fOzD8WAtFO,Lookin' at Me (feat. Puff Daddy),Mase,47,21YtqAiqXNGuvWNBS0JvOy,Harlem World,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.743,0.516,11,-8.27,0.397,0.028,1.89e-05,0.273,0.614,188.247,255160,VTDJyTmNBqQ
11556,11556,6xQZuh6E5I7Ga9RNTXUM9k,Lodi Dodi (feat. Nancy Fletcher),Snoop Dogg,54,7f9KDGqY7X2VLBM5aA66KM,Doggystyle,1993,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.49,0.763,8,-3.802,0.108,0.0114,0.0,0.138,0.632,79.015,301400,ONZUxByUiZc
11557,11557,3GMR3hyv8BccozoebVMve3,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",Diddy,53,4OGaOZUHLhSeiicZB909aL,No Way Out,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.856,0.696,6,-3.51,0.226,0.0405,8.75e-06,0.0901,0.718,89.738,278200,0c58ppLPJcQ
11558,11558,6pGMEaR9abfB03jcoFSQID,Make 'Em Say Uhh - Edit,Master P,22,61bFDwPWF45RQQmHroxmBw,No Limit Greatest Hits,2006-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.7,0.76,6,-5.881,0.473,0.0124,0.0,0.154,0.438,170.297,305280,-J3OsGC3Uic
11559,11559,1siDRjAa8MdxNoCHTiiQ7B,Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,58,4OGaOZUHLhSeiicZB909aL,No Way Out,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.815,0.529,6,-10.117,0.28,0.0191,0.0,0.406,0.73,99.439,325933,lbUgUJXEGGk
11560,11560,4h1T8pUzl9VtudWWlVAxxz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2005 Remaster,The Notorious B.I.G.,49,46JQVqJpOg8opDLUl1qHT1,Bad Boy's 10th Anniversary- The Hits,2004-03-09,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.857,0.867,6,-4.952,0.0635,0.0271,0.0,0.128,0.918,104.382,253133,gUhRKVIjJtw
11563,11563,0BknVuf853LEmEzTEO3LY4,Ten Crack Commandments,The Notorious B.I.G.,1,2sRdk7s8ObFBEn3ZoPmE5r,Life After Death (Deluxe Version),1997-03-04,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.655,0.699,8,-9.432,0.636,0.0457,0.0,0.256,0.734,174.121,204067,ZYb_8MM1tGQ
11564,11564,1R9eRTaQx2HxQ3HoyAVDJo,Money Ain't A Thang,JAY-Z,0,5EcCemqFFThNbxOgd1pVc6,Reasonable Doubt / Vol.2 Hard Knock Life,2005-09-05,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.851,0.703,6,-8.4,0.24,0.0581,0.0,0.0933,0.837,100.002,253307,io0OiVIV7lM
11566,11566,2tOcVe1pLOXWVnDg1mARvM,Gimmie That Nutt,Eazy-E,0,3zipQHIGq2XDKBQDEpdUzM,It's On (Dr. Dre) 187um Killa,1993-10-25,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.947,0.854,7,-5.028,0.216,0.0117,0.000116,0.161,0.775,104.076,175240,caSi8ccqWmg
11567,11567,5fsjS6L83RSJBqRJKL0BTY,Got Your Money,Ol' Dirty Bastard,0,2pPNC9cSF3mhMZcT7t3iw7,The Hits,2008,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.932,0.499,10,-5.957,0.172,0.0476,0.0,0.121,0.697,103.049,239293,XXTzm5GtqVo
11569,11569,3PA9dH8cT0wR5UW4XkC44Y,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,63,5XqEf16OrHdmMoNS1b6WDg,Greatest Hits,2007-03-05,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.711,0.871,2,-4.32,0.294,0.398,1.69e-06,0.171,0.912,91.153,274440,e4oB6wYMcrI
11570,11570,2bUojZta7GJTjGAqo064jo,Life Goes On,2Pac,60,4CzT5ueFBRpbILw34HQYxi,All Eyez On Me,1996-02-13,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.693,0.843,7,-5.463,0.253,0.117,0.0,0.343,0.529,158.465,301600,3HMRLEceXMM
11571,11571,34GfAO0JtCmZP6567yODfc,Natural Born Killaz,Dr. Dre,0,0pLiiX80Z2dFD7UwMoAMwY,Murder Was The Case,2001-05-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.786,0.926,9,-6.543,0.218,0.0158,1.67e-05,0.357,0.449,91.045,291267,99C23Y8l5hU
11572,11572,1EM23A621Z0QyTlWKu7T1l,Can't Nobody Hold Me Down (feat. Mase),Diddy,59,4OGaOZUHLhSeiicZB909aL,No Way Out,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.928,0.771,3,-5.935,0.251,0.102,1.07e-05,0.338,0.679,93.987,231160,TMZi25Pq3T8
11573,11573,1YQ7BbJR8HqAolfprvxGKu,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,The Notorious B.I.G.,56,7zg9ZSOQtYLjWnvSawflg6,Born Again,1999,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.904,0.826,1,-2.372,0.272,0.0531,0.0,0.214,0.824,101.35,191600,tQEdXS1sjec
11575,11575,2yX2u7VsiaYJPncqwcmyur,Me Against The World - Album Version (Edited),2Pac,0,6O1GktXERw2OU96Fz2wEw7,2Pac Greatest Hits,1998-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.791,0.841,6,-3.462,0.237,0.0267,0.0119,0.311,0.745,91.947,278347,h3ISqZH97fA
11578,11578,4fxOCTCTQtsrbK6y1K9JH4,Fuck Tha Police - Remastered 2006,N.W.A.,30,211cmD9AlnfpVTEjhrokzl,N.W.A. And Their Family Reunion,2008-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.798,0.879,11,-4.805,0.311,0.00952,0.0,0.18,0.87,98.527,314707,qZuxPKUVGiw
11579,11579,14uaE0Tb2fGEw4nUtEPHuo,Keep Their Heads Ringing,Friday/Dr. Dre,0,2bFSDOiSpgjxSlhgdKcmiZ,We Got It Covered!,2003,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.594,0.877,9,-2.517,0.308,0.0205,0.00371,0.221,0.16,90.578,238498,VQAtYyKK9fw
11580,11580,7o7rrKyfqGo5xw318JNFUb,Only You (feat. Notorious B.I.G. and Mase) - Greatest Hits Version,112,44,006AgHXrEw13oyg0D8evRa,Bad Boy Greatest Hits Vol. 1,1998,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.764,0.502,8,-6.392,0.0508,0.0162,0.0,0.0569,0.779,95.952,290040,-7TuQQ-8LtY
11582,11582,28yT0sZlkqStSByo1j58J4,Baby Got Back,Sir Mix-A-Lot,3,5ebuKilSgCLSvf0fO0q5bq,Jackass The Movie (The Official Soundtrack),2013-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.936,0.76,1,-7.873,0.282,0.00391,3.39e-06,0.0394,0.657,128.479,260867,X53ZSxkQ3Ho
11583,11583,4j4f7WyMV9fkpgFenajDuI,Going Back To Cali,The Notorious B.I.G.,1,2sRdk7s8ObFBEn3ZoPmE5r,Life After Death (Deluxe Version),1997-03-04,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.876,0.552,9,-8.15,0.391,0.177,0.0,0.0477,0.569,99.152,307427,TiBKJlCijL4
11584,11584,0DfqzZnW2KhiyXjVQiFioT,California Love - Original Version (Explicit),2Pac,4,4N35JBVRFMrHiOz76vy9vv,2Pac Greatest Hits (Explicit Version),1998-11-24,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.769,0.832,7,-2.985,0.048,0.0291,1.46e-06,0.386,0.772,91.53,284907,mwgZalAFNhM
11585,11585,62raUKrBFGTw6OcrdI3c1T,Mo'Murda,Bone Thugs-N-Harmony,0,69UXIkBXL8xWaSVrDmXqhK,E.Eternal 1999,1995,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.746,0.727,11,-8.787,0.147,0.0775,0.0,0.585,0.517,152.084,344933,yjexC3phymM
11586,11586,6g1PQiyoaop6ktk2TLchtR,You Can Do It,Ice Cube,52,7EPmezGIzLHj7LeTtLYhJZ,Greatest Hits,2001-12-04,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.948,0.863,1,-4.361,0.17,0.000924,0.0,0.0565,0.872,99.902,259333,xnKWh10rA4M
11587,11587,11nNgQrRDnRZNGrgx1Nl7U,What's Beef,The Notorious B.I.G.,0,2sRdk7s8ObFBEn3ZoPmE5r,Life After Death (Deluxe Version),1997-03-04,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.722,0.565,11,-7.393,0.292,0.0544,1.65e-05,0.32,0.668,154.77,315360,KUmqDeAkMdw
11588,11588,2kM3gIkHRiikiaIUFk3Fje,Who Shot Ya? - 2007 Remaster,The Notorious B.I.G.,51,5XqEf16OrHdmMoNS1b6WDg,Greatest Hits,2007-03-05,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.824,0.73,11,-5.183,0.247,0.202,0.0,0.442,0.625,91.743,316507,ObCAe5iWfno
11589,11589,3Y3kf1ipHR6rgqCRJoZOAK,I'll Be There For You/You're All I Need To Get By (Puff Daddy Mix),Method Man,0,3aVRwy0x6QdGXTZiUHg7IR,Def Jam Music Group Tenth Year Anniversary Box Set,2009-06-02,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.703,0.775,4,-5.576,0.067,0.149,1.24e-05,0.316,0.573,95.0,307133,PHK1HdLOclM
11591,11591,6dQJI4hFolhMnZhSHxkuGc,Mama Said Knock You Out,LL Cool J,42,75oGBjE0TVxgdiXhU6J20M,All World,1996-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.79,0.781,10,-7.363,0.132,0.0382,0.556,0.333,0.607,102.37,287907,vimZj8HW0Kg
11593,11593,3ivJymJnoceuUUe7wTP6m4,To Live & Die In L.A.,2Pac,53,1WBZyULtlANBKed7Zf9cDP,Greatest Hits,1998-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.598,0.856,9,-6.204,0.306,0.219,0.0,0.291,0.779,173.929,272627,qESjt3ENQq8
11594,11594,2Uvl2lg2PKadatoNJAjv88,SuperThug,N.O.R.E.,0,2NUxCv3U8s50998qSA1SZ5,N.O.R.E.,1998,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.724,0.948,7,-3.325,0.287,0.00921,1.04e-05,0.0375,0.376,191.709,300133,gs9ngd-uq6I
11595,11595,0Qp37xG9JmIpYURi8xJl3E,Express Yourself - Remastered 2000,N.W.A.,45,211cmD9AlnfpVTEjhrokzl,N.W.A. And Their Family Reunion,2008-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.807,0.794,8,-5.618,0.275,0.00586,0.0,0.207,0.966,95.063,263093,Xyr-lDW1bYQ
11598,11598,2CPturRUlpvirYr7VpkXCV,It Ain't Hard to Tell,Nas,59,3kEtdS2pH6hKcMU9Wioob1,Illmatic,1994-04-19,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.69,0.729,11,-5.819,0.221,1.7e-05,0.0431,0.152,0.357,91.376,202107,3hOZaTGnHU4
11599,11599,4Tttv4p2xuAq1LpQ7LI95E,Keep Ya Head Up,2Pac,48,1WBZyULtlANBKed7Zf9cDP,Greatest Hits,1998-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.591,0.739,4,-6.451,0.429,0.141,0.0,0.48,0.613,172.414,263600,fAJfDP3b5_U
11600,11600,1ozdRCYFVt8Ui0dba1520D,Notorious Thugs (feat. Bone Thugs-n-Harmony) - 2007 Remaster,The Notorious B.I.G.,56,5XqEf16OrHdmMoNS1b6WDg,Greatest Hits,2007-03-05,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.738,0.782,11,-6.315,0.169,0.143,6.4e-06,0.176,0.654,154.875,367227,O--EK93lgPc
11601,11601,1g0XWggBPVc8BMQERcxVBK,Ain't No Nigga,JAY-Z,0,5wx5RTvtRkEq7mw8E7RdEr,Reasonable Doubt,1996-06-25,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.754,0.567,9,-10.331,0.322,0.387,0.0,0.141,0.699,98.844,243707,YZ_LRnj-2fI
11603,11603,4iMoo46H6kGhX0pFpYnCVu,Foe Tha Love Of $,Bone Thugs-N-Harmony,0,6tAgtQu2f2r3A7SQvlDnDY,Creepin On Ah Come Up,1994,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.772,0.695,7,-8.013,0.0735,0.00295,0.0,0.427,0.643,137.868,272440,DtsKcHmceqY
11604,11604,7hfRrdFJgFKK3cJ4rmkecE,Feel so Good,Mase,64,21YtqAiqXNGuvWNBS0JvOy,Harlem World,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.821,0.703,11,-8.464,0.24,0.192,0.0,0.0816,0.536,105.154,203627,rIvEiTrq9kk
11605,11605,4LGMSdeKOUoy5Wf75Je0Hl,Can I Get A...,JAY-Z,58,3j1xCJdBMCl6wYQXurz2tb,Vol.2 ... Hard Knock Life,1998-11-29,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.792,0.694,8,-8.496,0.33,0.0619,2.32e-05,0.25,0.804,177.094,309773,gH8Ps8jeTrU
11606,11606,4tzStSrQFCWoNU82ozFBhs,Pushin' Weight,Ice Cube,33,7EPmezGIzLHj7LeTtLYhJZ,Greatest Hits,2001-12-04,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.825,0.876,10,-3.2,0.202,0.00227,0.0,0.126,0.539,91.8,274667,hEEyzRT0i1w
11607,11607,2B9aYvlGefTIgKLhM6ia8t,Victory (feat. The Notorious B.I.G. & Busta Rhymes),Diddy,58,4OGaOZUHLhSeiicZB909aL,No Way Out,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.609,0.731,9,-6.846,0.322,0.397,0.0,0.664,0.685,91.778,296267,ChNBMA-soXA
11609,11609,37zQVgP3aTLKNvluXLB5Ii,Picture Me Rollin',2Pac,59,4CzT5ueFBRpbILw34HQYxi,All Eyez On Me,1996-02-13,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.832,0.757,7,-4.908,0.135,0.029,0.0,0.463,0.449,95.905,314720,n8QurABRsqE
11612,11612,2p9sprAX27D6U5cuSE9NsM,When I B On Tha Mic,Rakim,64,3mvWfqa4cceoGyA7qECPWH,The Master,1999-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.836,0.484,2,-7.332,0.327,0.0454,0.0,0.0557,0.838,95.94,222933,M34OelgSlKI
11614,11614,07plBjARJU1Itic3kQuV4Z,Siempre Peligroso (feat. Fermin IV Caballero) - feat. Fermin IV Caballero of Control Machete,Cypress Hill,38,0EVnrHOniMylUGeNeRBWSF,Los Grandes Éxitos En Español,1999-10-07,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.905,0.615,8,-9.852,0.343,0.0287,3.51e-05,0.0625,0.662,92.098,237627,nAOBrA6ciyU
11615,11615,5badBrcNvFub5If1Mz93uL,Tantas Veces,Aleman,47,1Ais3SmChqsXlQ4Nvv5BX3,Tantas Veces,2017-10-25,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.703,0.848,0,-5.18,0.38,0.371,0.0,0.189,0.723,81.359,271667,aPcnL9U-yjQ
11616,11616,2x35MVBSpQwBP9ZzQfPhvt,Presente,Control Machete,27,31fEHaKaTwJc7hPH2mc9k2,"Artilleria Pesada, Presenta:",1999-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.443,0.809,4,-6.253,0.137,0.163,0.0125,0.444,0.411,80.042,283880,Vy35gz-bQiE
11617,11617,401Wpcw5VRjNOmsPpvKlfJ,Ileso,Control Machete,30,31fEHaKaTwJc7hPH2mc9k2,"Artilleria Pesada, Presenta:",1999-01-01,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.485,0.897,10,-8.372,0.494,0.064,0.0064,0.64,0.507,89.363,381187,wKlDXF-aEAg
11618,11618,7vDqM9MFCCAdeSSWQQdzT5,Suena Mamal***,Cartel De Santa,66,7r0sV0ubq1ZutTadIrhHDL,Golpe Avisa,2014-08-05,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.66,0.766,7,-4.263,0.194,0.0477,0.000239,0.624,0.722,164.791,285013,xxrK8J88jiM
11619,11619,5LaFx91BE5YY9DpXml7L3Y,Me Alegro de Su Odio 2014,Cartel De Santa,60,7r0sV0ubq1ZutTadIrhHDL,Golpe Avisa,2014-08-05,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.751,0.76,7,-4.867,0.0524,0.162,0.0,0.242,0.824,140.743,266973,huD7Td2hERs
11620,11620,11DLmgnvdCJ0xMYp6r8Ja2,Alv la Policia,Remik Gonzalez,0,160XFSlFJwvsdnkt1msblI,Rolando Hits,2016-11-25,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.777,0.654,3,-6.517,0.101,0.028,0.0,0.212,0.942,78.006,201627,eYSt0kU0dBI
11621,11621,1VRtV2JlMRo4ZrAyCKTb2v,M-E-X-I-C-O,C-Kan,48,3i3hD84ypGIseYsZw8m05P,Voy Por El Sueño de Muchos,2012-12-11,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.654,0.817,10,-4.832,0.313,0.0228,0.0,0.216,0.86,174.055,272342,GTaIHAH9pw4
11622,11622,7nJ40UNjFW1SD9jDMajM1H,Choleros,TREN LOKOTE,0,5ImbPdOPFZs7Kfa9PWAF70,Choleros,2017-03-22,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.783,0.714,6,-13.514,0.393,0.121,3.07e-05,0.369,0.762,79.982,202060,00GhV8lR5Jc
