,track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
11575,0,0.791,0.841,6,-3.462,0.237,0.0267,0.0119,0.311,0.745,91.947,278347
11578,30,0.798,0.879,11,-4.805,0.311,0.00952,0.0,0.18,0.87,98.527,314707
11579,0,0.594,0.877,9,-2.517,0.308,0.0205,0.00371,0.221,0.16,90.578,238498
11580,44,0.764,0.502,8,-6.392,0.0508,0.0162,0.0,0.0569,0.779,95.952,290040
11582,3,0.936,0.76,1,-7.873,0.282,0.00391,3.39e-06,0.0394,0.657,128.479,260867
11583,1,0.876,0.552,9,-8.15,0.391,0.177,0.0,0.0477,0.569,99.152,307427
11584,4,0.769,0.832,7,-2.985,0.048,0.0291,1.46e-06,0.386,0.772,91.53,284907
11585,0,0.746,0.727,11,-8.787,0.147,0.0775,0.0,0.585,0.517,152.084,344933
11586,52,0.948,0.863,1,-4.361,0.17,0.000924,0.0,0.0565,0.872,99.902,259333
11587,0,0.722,0.565,11,-7.393,0.292,0.0544,1.65e-05,0.32,0.668,154.77,315360
11588,51,0.824,0.73,11,-5.183,0.247,0.202,0.0,0.442,0.625,91.743,316507
11589,0,0.703,0.775,4,-5.576,0.067,0.149,1.24e-05,0.316,0.573,95.0,307133
11591,42,0.79,0.781,10,-7.363,0.132,0.0382,0.556,0.333,0.607,102.37,287907
11593,53,0.598,0.856,9,-6.204,0.306,0.219,0.0,0.291,0.779,173.929,272627
11594,0,0.724,0.948,7,-3.325,0.287,0.00921,1.04e-05,0.0375,0.376,191.709,300133
11595,45,0.807,0.794,8,-5.618,0.275,0.00586,0.0,0.207,0.966,95.063,263093
11598,59,0.69,0.729,11,-5.819,0.221,1.7e-05,0.0431,0.152,0.357,91.376,202107
11599,48,0.591,0.739,4,-6.451,0.429,0.141,0.0,0.48,0.613,172.414,263600
11600,56,0.738,0.782,11,-6.315,0.169,0.143,6.4e-06,0.176,0.654,154.875,367227
11601,0,0.754,0.567,9,-10.331,0.322,0.387,0.0,0.141,0.699,98.844,243707
11603,0,0.772,0.695,7,-8.013,0.0735,0.00295,0.0,0.427,0.643,137.868,272440
11604,64,0.821,0.703,11,-8.464,0.24,0.192,0.0,0.0816,0.536,105.154,203627
11605,58,0.792,0.694,8,-8.496,0.33,0.0619,2.32e-05,0.25,0.804,177.094,309773
11606,33,0.825,0.876,10,-3.2,0.202,0.00227,0.0,0.126,0.539,91.8,274667
11607,58,0.609,0.731,9,-6.846,0.322,0.397,0.0,0.664,0.685,91.778,296267
11609,59,0.832,0.757,7,-4.908,0.135,0.029,0.0,0.463,0.449,95.905,314720
11612,64,0.836,0.484,2,-7.332,0.327,0.0454,0.0,0.0557,0.838,95.94,222933
11614,38,0.905,0.615,8,-9.852,0.343,0.0287,3.51e-05,0.0625,0.662,92.098,237627
11615,47,0.703,0.848,0,-5.18,0.38,0.371,0.0,0.189,0.723,81.359,271667
11616,27,0.443,0.809,4,-6.253,0.137,0.163,0.0125,0.444,0.411,80.042,283880
11617,30,0.485,0.897,10,-8.372,0.494,0.064,0.0064,0.64,0.507,89.363,381187
11618,66,0.66,0.766,7,-4.263,0.194,0.0477,0.000239,0.624,0.722,164.791,285013
11619,60,0.751,0.76,7,-4.867,0.0524,0.162,0.0,0.242,0.824,140.743,266973
11620,0,0.777,0.654,3,-6.517,0.101,0.028,0.0,0.212,0.942,78.006,201627
11621,48,0.654,0.817,10,-4.832,0.313,0.0228,0.0,0.216,0.86,174.055,272342
11622,0,0.783,0.714,6,-13.514,0.393,0.121,3.07e-05,0.369,0.762,79.982,202060
11623,57,0.816,0.813,8,-3.124,0.361,0.448,0.0,0.153,0.79,171.816,228092
11624,60,0.84,0.714,9,-7.031,0.212,0.000515,0.0479,0.408,0.34,93.998,215267
11626,44,0.832,0.833,0,-5.183,0.225,0.0543,0.00115,0.392,0.72,94.01,253880
11627,60,0.7,0.818,9,-7.623,0.0362,0.518,0.00018,0.288,0.442,90.041,256387
11628,45,0.701,0.7,0,-8.096,0.411,0.0151,0.000116,0.345,0.757,172.124,222693
11629,48,0.733,0.688,0,-7.817,0.329,0.166,0.0,0.0983,0.888,79.966,198800
11630,38,0.694,0.771,11,-8.079,0.168,0.0151,0.000941,0.088,0.7,81.925,244000
11631,41,0.885,0.747,1,-7.07,0.199,0.143,0.000102,0.583,0.552,91.974,241960
11632,47,0.632,0.856,5,-5.583,0.0881,0.106,0.00379,0.333,0.868,87.028,202493
11633,39,0.867,0.711,7,-5.035,0.164,0.0581,0.0,0.371,0.717,94.983,218173
11634,41,0.874,0.613,4,-6.539,0.147,0.179,0.00879,0.13,0.328,89.978,144867
11635,51,0.728,0.602,7,-7.742,0.134,0.0763,0.0315,0.367,0.568,77.01,222173
11636,0,0.62,0.816,1,-6.208,0.222,0.0185,0.00741,0.0984,0.668,179.992,293360
11637,33,0.629,0.699,7,-8.118,0.514,0.355,0.0,0.364,0.508,181.518,178467
11638,43,0.841,0.628,10,-7.773,0.085,0.00165,0.0445,0.276,0.556,102.008,246333
11640,4,0.826,0.698,11,-4.004,0.151,0.0177,0.00761,0.314,0.604,100.108,255693
11642,50,0.725,0.808,2,-6.843,0.0864,0.000101,0.000976,0.0893,0.539,100.578,254640
11643,28,0.821,0.778,9,-8.538,0.278,0.0194,0.0,0.181,0.322,90.017,261427
11644,19,0.867,0.684,1,-8.815,0.276,0.0615,0.0,0.29,0.695,96.997,214040
11645,27,0.877,0.822,7,-8.725,0.235,0.0134,0.00218,0.596,0.774,95.004,319480
11646,19,0.692,0.84,1,-6.309,0.136,0.00908,6.99e-05,0.088,0.415,96.991,202933
11647,0,0.709,0.617,10,-6.847,0.216,0.0936,0.0741,0.795,0.423,141.815,199602
11648,39,0.757,0.858,0,-7.963,0.0777,0.00281,0.348,0.403,0.881,155.964,185133
11649,46,0.875,0.767,6,-6.909,0.249,0.0336,0.0446,0.0236,0.67,94.004,218067
11650,58,0.903,0.704,0,-6.702,0.114,0.0272,0.0044,0.117,0.587,92.009,223093
11651,58,0.597,0.594,7,-7.282,0.398,0.0799,0.0,0.0938,0.37,180.119,292413
11653,49,0.604,0.76,5,-4.173,0.392,0.0673,0.0,0.0697,0.919,204.957,221747
11655,37,0.779,0.66,4,-7.697,0.329,0.227,0.0,0.248,0.942,165.983,409287
11656,24,0.599,0.81,1,-6.847,0.287,0.0311,0.0,0.0481,0.76,181.877,181917
11657,39,0.692,0.637,3,-4.957,0.413,0.534,0.0,0.104,0.871,180.038,259918
11659,46,0.864,0.744,2,-7.185,0.121,0.0225,0.385,0.164,0.269,94.98,211787
11660,50,0.859,0.457,9,-7.75,0.104,0.262,0.0101,0.0941,0.839,95.018,189667
11661,43,0.728,0.679,6,-7.109,0.193,0.0413,0.0,0.177,0.552,96.006,235227
11662,53,0.686,0.559,8,-7.734,0.281,0.196,0.00231,0.165,0.393,172.067,199613
11663,41,0.768,0.64,2,-4.529,0.0662,0.424,0.245,0.173,0.552,93.992,196760
11664,61,0.704,0.721,8,-5.319,0.227,0.0355,1.82e-05,0.591,0.775,174.043,275467
11665,46,0.697,0.733,6,-5.265,0.329,0.0487,1.18e-06,0.103,0.828,173.009,359173
11667,45,0.547,0.827,8,-5.975,0.324,0.00728,0.186,0.084,0.408,182.056,269200
11668,33,0.705,0.796,2,-5.845,0.417,0.148,1.49e-06,0.117,0.734,109.349,233307
11669,61,0.547,0.63,10,-8.772,0.493,0.0123,0.00233,0.14,0.555,192.733,257747
11670,42,0.66,0.839,6,-5.13,0.304,0.0608,2.44e-05,0.216,0.711,92.974,227173
11673,28,0.695,0.684,10,-6.538,0.0491,0.133,0.00736,0.12,0.513,83.744,311840
11674,27,0.649,0.95,1,-4.812,0.171,0.154,0.0668,0.323,0.506,88.503,291227
11675,40,0.583,0.847,1,-9.945,0.298,0.0675,1.17e-05,0.206,0.443,155.478,191067
11676,45,0.689,0.477,10,-9.603,0.0468,0.0125,0.0757,0.671,0.44,79.463,214707
11677,36,0.643,0.707,7,-4.05,0.407,0.0278,0.0,0.286,0.646,174.179,236016
11678,0,0.588,0.804,4,-6.123,0.284,0.0515,0.0,0.672,0.851,160.078,229329
11679,0,0.844,0.629,6,-8.583,0.504,0.318,0.0,0.0941,0.861,80.027,250541
11680,19,0.846,0.573,2,-7.037,0.119,0.0977,0.0,0.161,0.961,143.934,360047
11681,9,0.636,0.85,4,-5.448,0.503,0.201,0.0,0.648,0.879,154.057,190328
11682,5,0.813,0.647,8,-8.263,0.189,0.215,0.0,0.0405,0.832,82.017,193020
11683,11,0.745,0.651,9,-7.94,0.374,0.182,0.0,0.128,0.696,164.023,213448
11684,4,0.711,0.826,0,-3.371,0.123,0.297,0.0,0.272,0.649,87.023,246107
11685,6,0.705,0.834,8,-5.555,0.143,0.141,0.0,0.481,0.802,80.99,278377
11686,0,0.7,0.685,7,-7.177,0.0588,0.203,0.0,0.182,0.484,80.0,158694
11687,0,0.802,0.692,11,-6.722,0.236,0.209,0.0,0.0865,0.879,170.05,417254
11688,0,0.542,0.752,9,-8.944,0.362,0.356,0.0,0.0415,0.593,87.276,279960
11689,35,0.715,0.776,2,-5.266,0.349,0.117,0.0,0.127,0.804,173.063,251927
11690,52,0.854,0.438,5,-11.475,0.489,0.511,0.00189,0.295,0.178,139.957,203964
11691,20,0.643,0.69,2,-14.584,0.231,0.0817,0.0057,0.246,0.759,79.98,223974
11692,29,0.857,0.631,8,-11.829,0.303,0.000956,0.00303,0.0748,0.303,81.241,182933
11693,36,0.794,0.851,9,-2.427,0.348,0.514,0.0,0.273,0.966,87.871,277551
11694,17,0.781,0.733,10,-6.479,0.115,0.281,0.0,0.108,0.563,131.974,217246
11695,42,0.72,0.726,1,-4.719,0.144,0.0754,0.0,0.636,0.867,85.53,280674
11696,0,0.815,0.588,5,-8.046,0.0496,0.0209,0.0,0.153,0.682,93.004,312790
11697,0,0.749,0.787,4,-7.61,0.26,0.281,0.0,0.172,0.876,88.94,214518
11698,70,0.734,0.663,10,-6.279,0.309,0.342,0.0,0.649,0.845,166.846,219573
11699,0,0.767,0.667,2,-8.165,0.322,0.278,0.0,0.109,0.858,94.341,206106
11700,46,0.676,0.857,1,-5.39,0.209,0.124,0.000243,0.345,0.538,94.031,130299
11701,50,0.688,0.717,1,-5.146,0.27,0.079,0.0,0.433,0.586,75.441,292023
11702,38,0.684,0.522,6,-11.249,0.347,0.111,0.0,0.138,0.666,89.929,228049
11703,35,0.641,0.747,4,-5.902,0.0831,0.02,0.0,0.11,0.757,89.024,264387
11704,0,0.686,0.722,4,-6.351,0.26,0.201,0.0,0.48,0.84,83.98,246857
11705,68,0.644,0.791,5,-4.587,0.273,0.157,0.0,0.314,0.408,91.753,318328
11706,45,0.761,0.791,1,-6.392,0.323,0.201,0.0,0.107,0.783,174.047,223970
11707,24,0.748,0.655,9,-11.092,0.0522,0.0676,6.94e-06,0.367,0.734,83.028,187873
11709,7,0.57,0.652,0,-8.416,0.0477,0.0196,0.0,0.363,0.856,150.13,182328
11710,39,0.835,0.581,11,-6.192,0.17,0.2,0.0,0.0975,0.723,89.819,250987
11711,32,0.802,0.463,2,-10.604,0.184,0.328,0.0,0.0545,0.853,89.022,185053
11712,46,0.8,0.717,0,-7.836,0.195,0.0645,0.0,0.39,0.472,80.014,182230
11713,39,0.719,0.548,1,-10.443,0.0911,0.555,0.0,0.0856,0.508,132.006,249507
11714,0,0.698,0.847,6,-5.546,0.436,0.00318,7.3e-05,0.0741,0.462,167.948,225053
11715,0,0.551,0.831,6,-4.598,0.364,0.286,0.0,0.316,0.897,172.401,313234
11716,42,0.463,0.694,1,-5.755,0.229,0.257,0.0,0.0734,0.438,184.438,211182
11717,25,0.836,0.614,7,-10.925,0.2,0.468,0.0,0.28,0.927,93.283,227291
11718,29,0.81,0.695,1,-6.21,0.387,0.159,0.0,0.32,0.741,87.048,199288
11719,24,0.927,0.509,1,-9.718,0.0539,4.89e-05,1.06e-06,0.0958,0.29,135.96,104090
11721,58,0.379,0.43,1,-11.445,0.0509,0.317,0.0725,0.0861,0.0586,99.93,174375
11722,48,0.799,0.376,10,-10.384,0.0795,0.305,0.831,0.101,0.0919,110.024,110155
11723,37,0.638,0.534,2,-8.901,0.111,0.0398,0.0,0.132,0.131,179.953,97917
11724,56,0.697,0.844,8,-5.008,0.29,0.384,2.04e-05,0.0557,0.263,146.056,141971
11725,49,0.738,0.596,2,-7.222,0.149,0.00416,5.08e-05,0.15,0.255,118.922,181577
11726,48,0.608,0.404,11,-11.028,0.445,0.773,0.0128,0.708,0.398,127.263,116568
11727,45,0.863,0.368,10,-12.307,0.0396,0.299,0.000324,0.102,0.445,119.994,192235
11728,54,0.712,0.757,1,-4.984,0.114,0.00965,0.1,0.419,0.657,163.028,140458
11729,29,0.822,0.477,0,-8.91,0.0686,0.0371,0.00401,0.0859,0.104,133.033,265277
11731,47,0.716,0.951,8,-3.608,0.0303,0.0827,1.64e-05,0.11,0.752,106.014,225849
11732,16,0.734,0.579,0,-6.737,0.203,0.0521,0.0,0.151,0.287,150.088,172922
11733,26,0.796,0.438,1,-11.137,0.349,0.477,8.63e-05,0.215,0.319,127.025,124714
11734,48,0.776,0.51,1,-7.175,0.374,0.112,0.000188,0.403,0.219,136.994,142315
11735,73,0.935,0.429,1,-6.697,0.118,0.0308,0.0,0.102,0.0769,139.987,123481
11736,31,0.805,0.722,6,-6.781,0.0439,0.00239,0.0,0.2,0.526,95.009,177474
11737,17,0.672,0.346,5,-12.098,0.0512,0.64,0.00169,0.161,0.317,92.97,134166
11738,21,0.401,0.389,2,-13.995,0.169,0.233,0.0,0.115,0.139,178.217,177484
11739,41,0.775,0.417,1,-9.429,0.0514,0.122,0.0,0.108,0.714,115.998,157440
11740,15,0.596,0.829,0,-7.95,0.448,0.381,4.93e-05,0.13,0.519,175.558,272851
11741,23,0.815,0.541,0,-8.525,0.0683,0.361,0.0,0.119,0.138,138.006,111464
11742,12,0.796,0.497,4,-6.802,0.0464,0.183,0.000726,0.378,0.348,125.972,133662
11743,64,0.84,0.4,5,-11.807,0.0516,0.698,0.00143,0.116,0.381,124.009,154947
11744,36,0.57,0.518,8,-12.438,0.0512,0.261,0.0237,0.187,0.226,132.96,185937
11745,39,0.762,0.976,4,-3.576,0.237,0.482,0.0,0.1,0.813,163.024,129571
11746,35,0.457,0.259,8,-12.348,0.25,0.813,0.000191,0.0795,0.099,80.681,293967
11747,45,0.857,0.353,1,-6.146,0.077,0.374,0.0,0.133,0.0749,123.091,115122
11748,37,0.689,0.41,1,-11.468,0.044,0.171,0.607,0.261,0.152,140.023,137064
11749,14,0.845,0.575,0,-10.0,0.369,0.281,7.17e-06,0.118,0.683,164.989,128120
11750,44,0.88,0.551,4,-13.803,0.335,0.461,0.000393,0.219,0.7,110.038,124369
11751,11,0.895,0.667,10,-6.725,0.101,0.0182,0.0238,0.151,0.0357,119.974,113822
11753,36,0.756,0.453,8,-9.965,0.318,0.0039,0.0,0.632,0.114,140.132,144380
11754,26,0.611,0.618,7,-9.413,0.0896,0.212,0.316,0.221,0.12,109.959,192261
11755,53,0.445,0.455,1,-8.927,0.0564,0.171,0.0,0.117,0.243,109.988,184615
11757,18,0.914,0.408,10,-6.712,0.141,0.0268,0.00179,0.116,0.0944,140.026,150909
11758,23,0.621,0.791,1,-6.095,0.0485,0.00138,0.0374,0.412,0.219,80.002,159012
11760,62,0.585,0.579,10,-9.387,0.447,0.15,0.0,0.111,0.281,120.838,185218
11761,39,0.667,0.411,6,-12.624,0.108,0.0856,0.00197,0.0916,0.1,128.05,225000
11762,61,0.77,0.853,10,-3.849,0.221,0.0042,0.000961,0.0936,0.615,164.037,135732
11764,31,0.748,0.642,3,-5.689,0.0575,0.157,0.0,0.117,0.343,85.937,202371
11765,8,0.749,0.577,1,-8.25,0.104,0.144,2.98e-05,0.157,0.225,156.073,162429
11766,27,0.818,0.611,8,-5.424,0.307,0.537,0.0,0.222,0.317,120.084,96967
11767,32,0.459,0.559,9,-8.219,0.256,0.311,0.00247,0.356,0.316,120.055,203221
11768,39,0.747,0.505,11,-10.409,0.232,0.195,0.00449,0.12,0.434,149.872,120202
11770,29,0.764,0.652,8,-9.457,0.139,0.016,0.00392,0.562,0.246,151.977,202880
11771,41,0.68,0.754,7,-6.562,0.0494,0.00998,0.192,0.157,0.107,122.03,240000
11772,35,0.597,0.714,6,-5.506,0.109,0.126,0.0,0.0837,0.368,91.926,260533
11773,40,0.698,0.9,6,-7.763,0.379,0.02,7.35e-06,0.231,0.676,175.184,143314
11774,51,0.572,0.377,2,-12.09,0.0437,0.521,2.96e-05,0.101,0.0475,187.986,190560
11775,52,0.754,0.575,1,-8.269,0.0541,0.0939,3.06e-06,0.192,0.167,109.012,140808
11776,31,0.947,0.696,1,-8.516,0.109,0.0286,0.000235,0.064,0.45,120.019,105288
11777,28,0.734,0.709,1,-10.433,0.429,0.0138,0.0,0.111,0.499,140.157,154227
11778,48,0.855,0.621,8,-7.482,0.0614,0.173,0.0748,0.0951,0.352,105.054,128052
11779,66,0.781,0.493,1,-7.649,0.0522,0.0717,0.586,0.123,0.0383,106.011,133747
11780,15,0.748,0.617,1,-8.348,0.135,0.217,0.0,0.116,0.487,173.0,127630
11781,51,0.781,0.66,1,-7.092,0.0352,0.0342,0.103,0.102,0.45,136.053,240761
11782,12,0.731,0.608,1,-7.723,0.206,0.458,0.0,0.0932,0.192,120.007,176082
11783,41,0.705,0.6,10,-8.7,0.339,0.232,0.0,0.12,0.345,94.087,147988
11784,37,0.785,0.535,8,-6.686,0.0445,0.14,0.0,0.11,0.229,135.058,162704
11785,43,0.634,0.706,7,-7.139,0.0814,0.318,0.0,0.246,0.214,139.985,144043
11786,39,0.784,0.925,6,-2.51,0.0883,0.00269,0.0,0.345,0.208,149.98,128052
11787,45,0.637,0.2,2,-17.277,0.205,0.303,0.00528,0.102,0.414,90.001,224000
11789,64,0.506,0.505,8,-10.198,0.444,0.44,2.3e-05,0.0938,0.0788,76.016,170227
11790,16,0.694,0.862,7,-3.555,0.217,0.179,0.0,0.323,0.29,89.981,213375
11791,26,0.447,0.462,5,-12.312,0.148,0.776,2.25e-06,0.101,0.28,130.029,206841
11792,50,0.854,0.805,1,-5.796,0.24,0.0921,5.18e-05,0.114,0.814,156.011,172706
11793,7,0.635,0.563,1,-12.775,0.559,0.0235,0.0,0.142,0.926,74.814,167993
11794,72,0.831,0.814,2,-7.364,0.42,0.0598,0.0134,0.0556,0.389,156.985,124539
11795,29,0.85,0.893,5,-4.783,0.0623,0.0138,4.14e-06,0.372,0.0391,109.025,98821
11796,0,0.476,0.781,0,-4.71,0.103,0.0237,0.0,0.114,0.175,93.474,123661
11797,0,0.718,0.668,8,-4.162,0.137,0.0254,0.0078,0.124,0.038,130.826,77584
11798,55,0.694,0.711,8,-5.525,0.221,0.0397,0.0,0.112,0.283,138.049,127524
11799,49,0.774,0.751,1,-2.445,0.198,0.0614,0.0,0.0728,0.189,109.98,140326
11800,62,0.893,0.907,11,-10.406,0.367,0.152,0.0311,0.558,0.302,99.971,121979
11801,0,0.864,0.365,8,-10.219,0.0655,0.187,0.0,0.116,0.0478,94.969,101172
11803,23,0.765,0.726,5,-5.58,0.191,0.0077,0.0,0.619,0.27,128.014,135079
11804,58,0.617,0.541,6,-4.113,0.78,0.125,0.0,0.369,0.43,79.998,107999
11805,30,0.736,0.932,1,-3.726,0.271,0.146,0.0025,0.182,0.18,124.514,115775
11807,26,0.812,0.813,10,-5.583,0.0984,0.0987,0.00015,0.0758,0.348,128.066,180880
11808,52,0.777,0.711,0,-3.902,0.137,0.312,0.0,0.205,0.293,139.973,153685
11809,0,0.814,0.575,11,-9.635,0.0635,0.172,0.000291,0.109,0.288,120.004,192833
11810,56,0.829,0.59,9,-7.818,0.263,0.0391,0.0107,0.114,0.332,112.97,127128
11811,49,0.783,0.929,11,0.551,0.0893,0.2,0.00414,0.689,0.152,118.03,134447
11812,68,0.787,0.727,1,-7.194,0.265,0.000997,0.0017,0.376,0.21,141.52,140038
11813,0,0.705,0.648,4,-10.467,0.141,0.00476,0.000595,0.373,0.398,130.037,155350
11814,29,0.69,0.76,1,-5.431,0.0895,0.0525,0.0,0.134,0.0797,125.013,154929
11815,0,0.799,0.966,0,-4.586,0.366,0.089,0.0,0.658,0.864,139.967,137221
11816,0,0.936,0.476,1,-11.439,0.403,0.0139,0.0,0.402,0.363,121.979,175543
11817,0,0.838,0.634,8,-8.076,0.0931,0.00537,0.0,0.111,0.224,114.771,168202
11818,0,0.964,0.51,1,-7.003,0.242,0.000214,6.47e-06,0.0549,0.474,130.028,136650
11819,33,0.83,0.387,10,-12.908,0.345,0.0858,0.407,0.0926,0.561,120.006,132193
11820,0,0.455,0.525,5,-12.692,0.0455,0.136,0.734,0.125,0.279,119.999,159974
11821,0,0.748,0.573,9,-9.907,0.0543,0.484,2.59e-06,0.0929,0.193,117.962,195875
11822,0,0.745,0.688,6,-9.263,0.103,0.264,0.00906,0.077,0.522,114.997,107750
11823,0,0.722,0.519,0,-12.871,0.0516,0.0253,0.0114,0.189,0.128,99.987,143833
11824,0,0.657,0.473,1,-12.051,0.0368,0.232,0.026,0.108,0.153,150.029,114500
11825,56,0.936,0.474,1,-9.694,0.393,0.0213,0.0,0.111,0.168,129.999,166910
11826,51,0.765,0.62,10,-7.338,0.14,0.0643,0.00019,0.16,0.218,109.904,131350
11827,0,0.65,0.952,11,-2.686,0.5,0.0912,0.351,0.337,0.256,104.999,122211
11828,0,0.386,0.936,7,-5.551,0.604,0.101,0.00192,0.381,0.193,95.075,197053
11829,0,0.563,0.68,0,-5.953,0.39,0.236,3.28e-05,0.122,0.0396,180.218,110000
11830,49,0.777,0.902,1,-3.915,0.349,0.0905,0.0,0.275,0.462,129.985,134844
11831,54,0.607,0.749,2,-4.497,0.0728,0.00641,7.66e-05,0.234,0.18,121.829,126224
11832,57,0.628,0.573,1,-8.161,0.0673,0.00362,0.0,0.0874,0.0387,115.503,132702
11833,35,0.468,0.325,1,-8.267,0.245,0.115,0.726,0.109,0.0387,95.593,90645
11834,37,0.512,0.44,1,-7.816,0.233,0.00386,3.11e-06,0.233,0.132,207.992,86805
11835,41,0.504,0.48,3,-8.885,0.045,0.832,0.000252,0.101,0.878,173.993,176901
11836,38,0.608,0.662,1,-8.474,0.0338,0.0246,7.85e-06,0.0409,0.0637,117.031,98482
11837,34,0.783,0.684,5,-7.435,0.0358,0.00873,0.000548,0.222,0.173,141.037,117447
11838,37,0.668,0.479,10,-7.321,0.0436,0.0612,0.408,0.12,0.102,162.12,128888
11839,55,0.528,0.617,8,-6.123,0.0657,0.202,0.153,0.146,0.0356,119.047,199664
11840,48,0.796,0.756,8,-2.244,0.0572,0.0059,0.00679,0.128,0.0292,120.01,112000
11841,42,0.299,0.381,3,-6.951,0.038,0.445,0.0023,0.0932,0.0392,136.462,234000
11842,41,0.644,0.64,8,-7.877,0.0688,0.00329,0.0,0.146,0.175,108.944,125048
11843,43,0.473,0.843,1,-5.981,0.225,0.00345,2.53e-05,0.102,0.24,71.647,183536
11844,19,0.471,0.618,10,-9.965,0.108,0.0219,0.00664,0.16,0.0392,110.337,125500
11845,17,0.665,0.446,1,-14.845,0.172,0.069,1.88e-05,0.323,0.117,115.282,156048
11846,18,0.812,0.707,10,-6.815,0.0752,0.236,0.0,0.587,0.248,109.992,175203
11847,18,0.262,0.897,4,-2.712,0.398,0.0237,0.0,0.11,0.253,199.651,153104
11848,20,0.571,0.865,8,-4.99,0.0397,0.0042,0.207,0.0906,0.177,150.017,166426
11849,77,0.753,0.679,5,-7.092,0.0349,0.324,4.21e-05,0.423,0.19,105.977,145078
11851,0,0.726,0.634,2,-6.844,0.0792,0.553,4.43e-06,0.0916,0.318,105.975,126850
11852,64,0.854,0.98,1,-1.181,0.0569,0.263,0.00053,0.548,0.255,110.001,122000
11853,72,0.526,0.62,8,-7.244,0.281,0.067,0.000241,0.139,0.187,112.027,205766
11855,63,0.818,0.576,0,-7.588,0.162,0.29,0.0,0.105,0.285,96.189,150187
11857,60,0.77,0.623,8,-7.025,0.0569,0.0601,0.0,0.117,0.0947,134.974,199100
11858,68,0.8,0.505,0,-6.54,0.115,0.0206,2.05e-05,0.198,0.179,114.972,128418
11859,65,0.817,0.911,0,-2.153,0.0455,0.187,0.00173,0.42,0.34,119.989,116000
11860,61,0.814,0.74,10,-5.438,0.0947,0.11,2.28e-05,0.12,0.191,120.098,183937
11861,63,0.678,0.77,6,-3.206,0.145,0.125,0.0,0.184,0.284,75.009,133903
11862,61,0.755,0.788,0,-4.572,0.216,0.0355,0.0,0.311,0.465,140.055,137195
11863,59,0.81,0.524,5,-6.705,0.0441,0.0444,0.714,0.105,0.155,122.016,118236
11864,53,0.806,0.702,0,-6.643,0.0688,0.274,0.138,0.323,0.182,105.975,126874
11865,49,0.89,0.74,1,-4.303,0.223,0.318,1.17e-05,0.244,0.436,130.012,112500
11866,70,0.825,0.761,8,-5.389,0.104,0.0111,0.00359,0.334,0.161,149.97,163371
11867,68,0.909,0.573,5,-6.856,0.181,0.0332,0.0163,0.657,0.392,144.946,134271
11868,54,0.735,0.933,1,-2.151,0.0788,0.0185,0.0108,0.1,0.116,129.988,281538
11869,55,0.698,0.987,8,-0.734,0.167,0.0226,0.000558,0.343,0.266,129.763,92308
11870,57,0.577,0.692,11,-5.96,0.64,0.372,0.0596,0.0989,0.0658,144.702,122483
11871,50,0.827,0.771,0,-4.374,0.318,0.0456,0.0,0.109,0.545,149.867,166452
11872,51,0.68,0.707,2,-5.133,0.127,0.00914,0.00638,0.097,0.228,159.941,149804
11873,50,0.721,0.899,10,-4.07,0.057,0.0116,2.51e-05,0.126,0.0385,142.018,141972
11874,53,0.777,0.812,8,-5.146,0.0447,0.26,0.264,0.185,0.452,139.961,140613
11875,55,0.579,0.813,7,-4.573,0.367,0.0605,3.5e-05,0.365,0.312,107.609,135822
11876,55,0.86,0.524,11,-4.698,0.0729,0.578,0.96,0.0993,0.142,114.946,148939
11877,55,0.425,0.508,8,-10.01,0.13,0.0639,0.181,0.244,0.0679,130.837,142232
11878,50,0.494,0.695,1,-10.566,0.751,0.00421,0.0158,0.223,0.0722,155.01,197077
11879,53,0.649,0.772,11,-5.332,0.133,0.717,0.00305,0.103,0.0294,109.973,219749
11880,50,0.814,0.758,0,-6.512,0.384,0.185,0.091,0.204,0.82,159.94,131590
11881,49,0.37,0.856,7,-5.489,0.401,0.403,0.00967,0.18,0.0755,79.382,236301
11882,43,0.888,0.906,1,-4.028,0.365,0.221,0.000474,0.266,0.477,125.033,137822
11883,49,0.816,0.62,11,-7.804,0.51,0.255,1.09e-05,0.251,0.265,144.981,184733
11884,49,0.713,0.839,4,-6.377,0.349,0.00417,0.706,0.106,0.0369,150.004,149230
11885,38,0.449,0.645,4,-4.784,0.0366,0.00956,0.00846,0.107,0.0589,109.846,207442
11886,31,0.923,0.94,9,-5.828,0.16,0.0204,9.67e-06,0.136,0.839,139.804,187260
11887,39,0.832,0.802,11,-4.039,0.22,0.343,0.00361,0.139,0.178,110.006,166798
11888,33,0.569,0.712,1,-4.911,0.347,0.378,3.41e-05,0.144,0.0711,157.231,145451
11889,55,0.476,0.825,6,-3.941,0.0379,7.44e-05,6.51e-05,0.115,0.43,84.149,111491
11890,63,0.403,0.696,10,-5.956,0.236,0.00114,0.265,0.0722,0.0696,89.999,272562
11891,40,0.836,0.706,1,-4.065,0.0497,5.19e-05,0.0,0.0927,0.0374,120.045,76042
11892,77,0.748,0.662,6,-4.832,0.285,0.149,0.0,0.17,0.346,157.918,183797
11893,79,0.655,0.814,5,-5.472,0.0823,0.0698,0.0,0.107,0.69,180.082,161266
